intent,n_samples,baseline_failure_rate,finetuned_failure_rate,baseline_mean_edits,finetuned_mean_edits,recovery_rate
lists_remove,123,0.6991869918699187,0.21138211382113822,4.121951219512195,1.6829268292682926,0.4878048780487805
lists_query,195,0.6974358974358974,0.11794871794871795,3.753846153846154,1.3384615384615384,0.5794871794871794
alarm_query,122,0.6967213114754098,0.26229508196721313,3.6885245901639343,1.139344262295082,0.4344262295081967
qa_stock,100,0.68,0.15,4.43,1.83,0.53
recommendation_events,112,0.6696428571428571,0.4017857142857143,3.75,2.0892857142857144,0.2678571428571428
audio_volume_up,101,0.6633663366336634,0.1485148514851485,2.782178217821782,0.43564356435643564,0.5148514851485149
qa_factoid,332,0.6596385542168675,0.47289156626506024,3.8855421686746987,2.2771084337349397,0.18674698795180722
transport_traffic,87,0.6551724137931034,0.9770114942528736,3.5632183908045976,2.3563218390804597,-0.32183908045977017
lists_createoradd,106,0.6509433962264151,0.16037735849056603,3.990566037735849,1.1037735849056605,0.49056603773584906
play_radio,235,0.6468085106382979,0.13617021276595745,3.3148936170212764,1.3148936170212766,0.5106382978723405
audio_volume_down,95,0.6421052631578947,0.11578947368421053,2.568421052631579,0.5578947368421052,0.5263157894736842
takeaway_order,77,0.6363636363636364,0.2077922077922078,5.025974025974026,3.0779220779220777,0.42857142857142855
recommendation_movies,35,0.6285714285714286,0.2857142857142857,5.428571428571429,2.5714285714285716,0.34285714285714286
social_post,185,0.6162162162162163,0.3675675675675676,5.4324324324324325,3.3567567567567567,0.24864864864864866
recommendation_locations,101,0.6138613861386139,0.26732673267326734,4.188118811881188,2.217821782178218,0.3465346534653465
calendar_query,454,0.6101321585903083,0.2511013215859031,4.0176211453744495,1.7555066079295154,0.35903083700440525
news_query,306,0.6013071895424836,0.3006535947712418,4.4869281045751634,2.241830065359477,0.3006535947712418
play_game,79,0.5949367088607594,0.24050632911392406,2.949367088607595,1.3291139240506329,0.3544303797468354
transport_ticket,101,0.594059405940594,0.04950495049504951,4.7227722772277225,2.0,0.5445544554455445
qa_currency,108,0.5925925925925926,0.25,5.231481481481482,3.2037037037037037,0.34259259259259256
datetime_convert,46,0.5869565217391305,0.08695652173913043,5.217391304347826,1.6956521739130435,0.5
email_sendemail,226,0.5796460176991151,0.084070796460177,4.933628318584071,2.230088495575221,0.49557522123893805
takeaway_query,109,0.5779816513761468,0.23853211009174313,4.192660550458716,2.036697247706422,0.33944954128440363
weather_query,474,0.5717299578059072,0.15822784810126583,4.219409282700422,2.0274261603375527,0.41350210970464135
email_querycontact,60,0.5666666666666667,0.4666666666666667,3.783333333333333,2.0166666666666666,0.09999999999999998
alarm_set,155,0.5548387096774193,0.07096774193548387,4.135483870967742,1.0064516129032257,0.48387096774193544
iot_hue_lightchange,84,0.5357142857142857,0.11904761904761904,3.3452380952380953,1.5952380952380953,0.41666666666666663
iot_hue_lightup,49,0.5306122448979592,0.0,2.979591836734694,1.4285714285714286,0.5306122448979592
play_music,503,0.5228628230616302,0.12922465208747516,3.262425447316103,1.4353876739562623,0.3936381709741551
datetime_query,308,0.5194805194805194,0.1396103896103896,3.487012987012987,1.5551948051948052,0.3798701298701298
play_audiobook,279,0.5125448028673835,0.18996415770609318,3.78494623655914,2.050179211469534,0.32258064516129026
cooking_recipe,183,0.4808743169398907,0.39344262295081966,3.442622950819672,2.300546448087432,0.08743169398907102
transport_query,146,0.4452054794520548,0.1232876712328767,4.842465753424658,2.23972602739726,0.3219178082191781
calendar_set,463,0.4427645788336933,0.12311015118790497,5.336933045356371,2.6652267818574513,0.31965442764578833
general_quirky,438,0.4383561643835616,0.4885844748858447,3.2557077625570776,2.271689497716895,-0.0502283105022831
qa_definition,201,0.43781094527363185,0.21890547263681592,2.8308457711442787,1.5422885572139304,0.21890547263681592
iot_coffee,68,0.4264705882352941,0.36764705882352944,2.573529411764706,1.4411764705882353,0.05882352941176466
general_joke,58,0.41379310344827586,0.08620689655172414,2.6724137931034484,1.4310344827586208,0.3275862068965517
